elapsed_ms,raw_counts,filtered_counts,runtime_zero_counts,delta_counts,torque_nm,cadence_rpm,power_watts,ble_power_watts,ble_cadence_rpm,revolutions,corrected_gyro_dps,forward_velocity_dps,crank_angle_degrees,esp_temperature_c,ble_connected
48887,-1448053,-1446626,-1429460,-17166,34.23,67.29,166,168,63.20,42,-403.6,403.6,280.82,33.1,1
49103,-1438570,-1440288,-1429460,-10828,23.82,67.26,164,166,67.29,43,-408.7,408.7,7.84,33.1,1
49311,-1416149,-1417324,-1429460,12136,-23.27,67.26,164,166,67.29,43,-407.9,407.9,93.61,33.1,1
49524,-1426243,-1424772,-1429460,4688,-12.61,67.26,164,166,67.29,43,-405.0,405.0,179.83,33.1,1
49732,-1443448,-1441313,-1429460,-11853,24.68,67.26,164,166,67.29,43,-405.2,405.2,264.35,33.1,1
49941,-1436971,-1438555,-1429460,-9095,22.32,67.26,164,166,67.29,43,-406.9,406.9,348.41,33.1,1
50156,-1420384,-1422325,-1429460,7135,-11.83,66.89,165,164,67.26,44,-410.1,410.1,77.00,33.1,1
50364,-1419250,-1418919,-1429460,10541,-22.72,66.89,165,164,67.26,44,-405.0,405.0,161.22,33.1,1
50572,-1443862,-1441688,-1429460,-12228,22.36,66.89,165,164,67.26,44,-409.1,409.1,246.42,33.1,1
50781,-1444721,-1445096,-1429460,-15636,34.12,66.89,165,164,67.26,44,-405.4,405.4,330.79,33.1,1
50991,-1427493,-1429600,-1429460,-140,1.05,67.72,168,164,67.26,45,-410.1,410.1,56.84,33.1,1
51205,-1418947,-1418564,-1429460,10896,-23.93,67.72,168,168,67.72,45,-399.6,399.6,143.53,33.1,1
51417,-1435383,-1433270,-1429460,-3810,7.34,67.72,168,168,67.72,45,-402.9,402.9,228.75,33.1,1
51625,-1445581,-1445755,-1429460,-16295,34.83,67.72,168,168,67.72,45,-396.8,396.8,311.80,33.1,1
51834,-1427337,-1429582,-1429460,-122,4.24,66.96,170,168,67.72,46,-403.2,403.2,35.58,33.1,1
52049,-1416004,-1417186,-1429460,12274,-25.91,66.96,170,170,66.96,46,-395.6,395.6,121.39,33.1,1
52257,-1434367,-1432299,-1429460,-2839,2.44,66.96,170,170,66.96,46,-395.6,395.6,203.65,33.1,1
52465,-1446468,-1445302,-1429460,-15842,31.85,66.96,170,170,66.96,46,-389.0,389.0,285.21,33.1,1
52674,-1437400,-1438920,-1429460,-9460,20.83,67.26,171,170,66.96,47,-398.2,398.2,6.98,33.1,1
52883,-1416365,-1417783,-1429460,11677,-22.48,67.26,171,170,66.96,47,-394.9,394.9,90.72,33.1,1
53098,-1422930,-1421723,-1429460,7737,-18.66,67.26,171,171,67.26,47,-391.1,391.1,174.87,33.1,1
53306,-1439556,-1437500,-1429460,-8040,16.52,67.26,171,171,67.26,47,-391.0,391.0,256.42,33.1,1
53518,-1442796,-1443695,-1429460,-14235,32.02,67.26,171,171,67.26,47,-392.8,392.8,339.18,33.1,1
53727,-1423591,-1425887,-1429460,3573,-6.73,63.22,171,171,67.26,48,-396.3,396.3,61.96,33.1,1
53935,-1420989,-1420014,-1429460,9446,-21.71,63.22,171,171,67.26,48,-392.6,392.6,144.02,33.1,1
54150,-1437217,-1435184,-1429460,-5724,8.67,63.22,171,171,63.22,48,-389.8,389.8,228.14,33.1,1
54358,-1447122,-1446163,-1429460,-16703,35.50,63.22,171,171,63.22,48,-392.5,392.5,308.85,33.1,1
54567,-1430493,-1431891,-1429460,-2431,8.23,67.26,171,171,63.22,49,-423.0,423.0,35.29,33.1,1
54776,-1420075,-1421505,-1429460,7955,-14.54,67.26,171,171,63.22,49,-415.0,415.0,123.21,33.1,1
54984,-1426863,-1425722,-1429460,3738,-8.41,67.26,171,171,63.22,49,-403.8,403.8,207.91,33.1,1
55199,-1446935,-1445815,-1429460,-16355,33.03,67.26,171,171,67.26,49,-398.7,398.7,294.05,33.1,1
55412,-1435972,-1437748,-1429460,-8288,18.42,66.90,171,171,67.26,50,-406.7,406.7,19.48,33.1,1
55620,-1416012,-1417091,-1429460,12369,-23.98,66.90,171,171,67.26,50,-400.6,400.6,104.05,33.1,1
55828,-1427447,-1425871,-1429460,3589,-10.45,66.90,171,171,67.26,50,-398.7,398.7,186.80,33.1,1
56036,-1444666,-1442595,-1429460,-13135,27.33,66.90,171,171,67.26,50,-400.5,400.5,270.29,33.1,1
56251,-1437310,-1439220,-1429460,-9760,24.29,66.90,171,171,66.90,50,-403.2,403.2,356.37,33.1,1
56460,-1419851,-1421862,-1429460,7598,-12.69,67.26,171,171,66.90,51,-404.3,404.3,81.21,33.1,1
56668,-1419771,-1419293,-1429460,10167,-21.97,67.26,171,171,66.90,51,-401.5,401.5,164.43,33.1,1
56876,-1445008,-1442807,-1429460,-13347,24.12,67.26,171,171,66.90,51,-407.4,407.4,249.06,33.1,1
57084,-1446943,-1447150,-1429460,-17690,38.23,67.26,171,171,66.90,51,-404.7,404.7,333.19,33.1,1
57304,-1427914,-1430247,-1429460,-787,2.52,67.80,172,172,67.80,52,-411.7,411.7,63.46,33.1,1
57513,-1419682,-1419244,-1429460,10216,-22.58,67.80,172,172,67.80,52,-401.8,401.8,148.23,33.1,1
57721,-1434689,-1432746,-1429460,-3286,6.29,67.80,172,172,67.80,52,-402.3,402.3,231.88,33.1,1
57929,-1446136,-1446135,-1429460,-16675,35.31,67.80,172,172,67.80,52,-396.8,396.8,314.69,33.1,1
58138,-1427892,-1430152,-1429460,-692,5.49,66.89,172,172,67.80,53,-402.5,402.5,38.51,33.1,1
58353,-1416210,-1417438,-1429460,12022,-25.25,66.89,172,172,66.89,53,-394.7,394.7,123.96,33.1,1
58561,-1434333,-1432337,-1429460,-2877,2.24,66.89,172,172,66.89,53,-401.2,401.2,206.83,33.1,1
58770,-1448469,-1446976,-1429460,-17516,34.88,66.89,172,172,66.89,53,-399.0,399.0,290.56,33.1,1
58980,-1439605,-1441209,-1429460,-11749,25.76,67.19,177,172,66.89,54,-407.5,407.5,14.27,33.1,1
59188,-1415892,-1417355,-1429460,12105,-22.69,67.19,177,172,66.89,54,-406.5,406.5,100.17,33.1,1
59403,-1425990,-1424368,-1429460,5092,-13.72,67.19,177,177,67.19,54,-403.5,403.5,187.09,33.1,1
59611,-1442595,-1440616,-1429460,-11156,23.24,67.19,177,177,67.19,54,-399.0,399.0,270.54,33.1,1
59819,-1437455,-1439027,-1429460,-9567,23.22,67.19,177,177,67.19,54,-401.6,401.6,353.37,33.1,1
60035,-1420853,-1422763,-1429460,6697,-13.57,67.19,179,177,67.19,55,-406.1,406.1,81.10,34.1,1
60244,-1423597,-1422243,-1429460,7217,-17.77,67.19,179,177,67.19,55,-402.3,402.3,164.86,34.1,1
60459,-1440811,-1438655,-1429460,-9195,15.90,67.19,179,179,67.19,55,-403.2,403.2,252.08,34.1,1
60667,-1448392,-1447781,-1429460,-18321,39.09,67.19,179,179,67.19,55,-401.0,401.0,335.49,34.1,1
60876,-1421896,-1424160,-1429460,5300,-6.67,66.67,180,179,67.19,56,-405.0,405.0,60.21,34.1,1
61085,-1416647,-1416811,-1429460,12649,-26.75,66.67,180,179,67.19,56,-397.3,397.3,143.85,34.1,1
61294,-1432203,-1430144,-1429460,-684,0.74,66.67,180,179,67.19,56,-400.6,400.6,226.86,34.1,1
61509,-1447434,-1447176,-1429460,-17716,37.44,66.67,180,180,66.67,56,-395.9,395.9,312.76,34.1,1
61718,-1430419,-1432654,-1429460,-3194,7.72,67.10,178,180,66.67,57,-403.6,403.6,36.43,34.1,1
61926,-1415956,-1417569,-1429460,11891,-24.94,67.10,178,180,66.67,57,-397.0,397.0,119.70,34.1,1
62134,-1430404,-1428514,-1429460,946,-5.35,67.10,178,180,66.67,57,-395.3,395.3,201.98,34.1,1
62343,-1444520,-1442953,-1429460,-13493,28.28,67.10,178,180,66.67,57,-390.7,390.7,283.79,34.1,1
62559,-1433563,-1435462,-1429460,-6002,16.37,67.23,177,178,67.10,58,-398.3,398.3,8.75,34.1,1
