elapsed_ms,raw_counts,filtered_counts,runtime_zero_counts,delta_counts,torque_nm,cadence_rpm,power_watts,ble_power_watts,ble_cadence_rpm,revolutions,corrected_gyro_dps,forward_velocity_dps,crank_angle_degrees,esp_temperature_c,ble_connected
6414,-1429529,-1429516,-1429460,-56,0.10,0.00,0,0,0.00,4,0.0,0.0,0.00,34.1,1
6625,-1429513,-1429521,-1429460,-61,0.13,0.00,0,0,0.00,4,0.7,-0.7,0.00,34.1,1
6829,-1429153,-1429199,-1429460,261,-0.47,0.00,0,0,0.00,4,0.8,-0.8,0.00,34.1,1
7033,-1429109,-1429099,-1429460,361,-0.79,0.00,0,0,0.00,4,2.3,-2.3,0.00,34.1,1
7237,-1429148,-1429138,-1429460,322,-0.69,0.00,0,0,0.00,4,4.1,-4.1,0.00,34.1,1
7441,-1429197,-1429228,-1429460,232,-0.49,0.00,0,0,0.00,4,6.0,-6.0,0.00,34.1,1
7654,-1428951,-1428979,-1429460,481,-0.98,0.00,0,0,0.00,4,0.5,-0.5,0.00,34.1,1
7858,-1428984,-1428988,-1429460,472,-1.01,0.00,0,0,0.00,4,-6.2,6.2,0.58,34.1,1
8062,-1429295,-1429243,-1429460,217,-0.48,0.00,0,0,0.00,4,-6.9,6.9,2.05,34.1,1
8266,-1429235,-1429184,-1429460,276,-0.68,0.00,0,0,0.00,4,-3.2,3.2,2.63,34.1,1
8470,-1429411,-1429405,-1429460,55,-0.13,0.00,0,0,0.00,4,-0.9,0.9,2.63,34.1,1
8681,-1429378,-1429388,-1429460,72,-0.15,0.00,0,0,0.00,4,4.4,-4.4,2.63,34.1,1
8885,-1423502,-1424042,-1429460,5418,-10.66,0.00,0,0,0.00,4,11.1,-11.1,2.63,34.1,1
9089,-1421686,-1421900,-1429460,7560,-15.84,0.00,0,0,0.00,4,4.0,-4.0,2.63,34.1,1
9293,-1417851,-1418333,-1429460,11127,-23.71,0.00,0,0,0.00,4,1.6,-1.6,2.63,34.1,1
9497,-1411554,-1412114,-1429460,17346,-36.13,0.00,0,0,0.00,4,-6.7,6.7,2.97,34.1,1
9707,-1424957,-1422959,-1429460,6501,-17.44,0.00,0,0,0.00,4,-19.0,19.0,6.22,34.1,1
9911,-1428865,-1428596,-1429460,864,-1.97,0.00,0,0,0.00,4,-10.1,10.1,9.24,34.1,1
10115,-1425412,-1425577,-1429460,3883,-7.93,0.00,0,0,0.00,4,4.8,-4.8,9.54,34.1,1
10320,-1423968,-1424076,-1429460,5384,-11.35,0.00,0,0,0.00,4,17.6,-17.6,9.54,34.1,1
10524,-1415791,-1416883,-1429460,12577,-26.57,0.00,0,0,0.00,4,23.7,-23.7,9.54,34.1,1
10735,-1403868,-1404949,-1429460,24511,-50.40,0.00,0,0,0.00,4,14.0,-14.0,9.54,34.1,1
10939,-1397615,-1398247,-1429460,31213,-65.84,0.00,0,0,0.00,4,-7.1,7.1,9.90,34.1,1
11143,-1405696,-1404257,-1429460,25203,-54.60,0.00,0,0,0.00,4,-33.4,33.4,14.99,34.1,1
11347,-1419175,-1417599,-1429460,11861,-26.03,0.00,0,0,0.00,4,-36.7,36.7,22.68,34.1,1
11553,-1427859,-1427841,-1429460,1619,-3.60,0.00,0,0,0.00,4,-12.0,12.0,27.20,34.1,1
11763,-1427890,-1427881,-1429460,1579,-3.39,0.00,0,0,0.00,4,18.0,-18.0,27.20,34.1,1
11967,-1421857,-1422583,-1429460,6877,-14.51,0.00,0,0,0.00,4,32.1,-32.1,27.20,34.1,1
12171,-1411678,-1412538,-1429460,16922,-34.78,0.00,0,0,0.00,4,25.9,-25.9,27.20,34.1,1
12375,-1403716,-1404522,-1429460,24938,-52.06,0.00,0,0,0.00,4,10.3,-10.3,27.20,34.1,1
12579,-1398698,-1399098,-1429460,30362,-65.03,0.00,0,0,0.00,4,-26.5,26.5,29.70,34.1,1
12791,-1398365,-1398424,-1429460,31036,-66.52,0.00,0,0,0.00,4,-74.1,74.1,41.53,34.1,1
12996,-1402016,-1401498,-1429460,27962,-60.93,0.00,0,0,0.00,4,-133.7,133.7,64.26,34.1,1
13200,-1407607,-1406730,-1429460,22730,-49.10,0.00,0,0,0.00,4,-217.2,217.2,101.52,34.1,1
13406,-1447654,-1443772,-1429460,-14312,22.88,0.00,0,0,0.00,4,-302.8,302.8,157.49,34.1,1
13610,-1473661,-1470696,-1429460,-41236,83.16,0.00,0,0,0.00,4,-321.4,321.4,223.41,34.1,1
13832,-1462519,-1464599,-1429460,-35139,76.10,0.00,0,0,0.00,4,-313.8,313.8,292.45,34.1,1
14037,-1423583,-1426088,-1429460,3372,-2.65,0.00,0,0,0.00,5,-372.0,372.0,4.38,34.1,1
14241,-1414089,-1415042,-1429460,14418,-29.18,0.00,0,0,0.00,5,-363.7,363.7,80.01,34.1,1
14445,-1423401,-1421837,-1429460,7623,-16.90,0.00,0,0,0.00,5,-387.2,387.2,156.66,34.1,1
14649,-1455628,-1453912,-1429460,-24452,48.35,0.00,0,0,0.00,5,-376.9,376.9,235.19,34.1,1
14859,-1441501,-1443636,-1429460,-14176,34.12,0.00,0,0,0.00,5,-364.7,364.7,312.09,33.1,1
15066,-1420993,-1423249,-1429460,6211,-12.51,61.48,612,0,0.00,6,-360.7,360.7,27.48,33.1,1
15274,-1415859,-1415545,-1429460,13915,-30.14,61.48,612,0,0.00,6,-349.7,349.7,100.22,33.1,1
15482,-1436923,-1433871,-1429460,-4411,4.12,61.48,612,0,0.00,6,-380.9,380.9,177.42,33.1,1
15690,-1456308,-1454604,-1429460,-25144,53.33,61.48,612,0,0.00,6,-359.5,359.5,254.24,33.1,1
15904,-1431023,-1433497,-1429460,-4037,13.07,61.48,612,612,61.48,6,-354.6,354.6,329.57,33.1,1
16112,-1416960,-1418599,-1429460,10861,-20.35,60.36,612,612,61.48,7,-345.6,345.6,42.80,33.1,1
16320,-1414818,-1414849,-1429460,14611,-31.34,60.36,612,612,61.48,7,-360.6,360.6,115.34,33.1,1
16528,-1449379,-1445487,-1429460,-16027,27.52,60.36,612,612,61.48,7,-394.0,394.0,195.56,33.1,1
16736,-1458539,-1458231,-1429460,-28771,61.02,60.36,612,612,61.48,7,-377.2,377.2,275.42,33.1,1
16950,-1436712,-1439566,-1429460,-10106,22.70,60.36,612,612,60.36,7,-391.5,391.5,357.88,33.1,1
17167,-1414282,-1415374,-1429460,14086,-28.17,59.79,492,612,60.36,8,-371.6,371.6,80.44,33.1,1
17375,-1424642,-1423083,-1429460,6377,-14.25,59.79,492,612,60.36,8,-388.3,388.3,158.98,33.1,1
17583,-1456768,-1454976,-1429460,-25516,50.48,59.79,492,612,60.36,8,-381.2,381.2,239.78,33.1,1
17792,-1440959,-1443215,-1429460,-13755,33.44,59.79,492,612,60.36,8,-376.6,376.6,317.69,33.1,1
18005,-1421480,-1423684,-1429460,5776,-11.60,63.73,414,492,59.79,9,-374.5,374.5,38.96,33.1,1
18212,-1419345,-1418605,-1429460,10855,-24.40,63.73,414,492,59.79,9,-367.2,367.2,114.53,33.1,1
18420,-1441989,-1438796,-1429460,-9336,14.43,63.73,414,492,59.79,9,-390.0,390.0,194.43,33.1,1
18628,-1457372,-1456279,-1429460,-26819,57.14,63.73,414,492,59.79,9,-371.5,371.5,273.17,33.1,1
18837,-1428977,-1431591,-1429460,-2131,9.91,63.73,414,492,59.79,9,-381.6,381.6,351.43,33.1,1
19057,-1415320,-1416810,-1429460,12650,-24.44,63.70,361,414,63.73,10,-361.5,361.5,73.15,33.1,1
19265,-1420960,-1419998,-1429460,9462,-20.64,63.70,361,414,63.73,10,-377.7,377.7,149.62,33.1,1
19473,-1457030,-1453998,-1429460,-24538,47.20,63.70,361,414,63.73,10,-378.4,378.4,229.53,33.1,1
19681,-1447946,-1449502,-1429460,-20042,43.52,63.70,361,414,63.73,10,-375.3,375.3,306.90,33.1,1
19901,-1419080,-1421100,-1429460,8360,-13.58,63.62,321,321,63.62,11,-380.0,380.0,31.27,34.1,1
20107,-1416240,-1416236,-1429460,13224,-28.30,63.62,321,321,63.62,11,-368.2,368.2,107.31,34.1,1
20315,-1433448,-1430955,-1429460,-1495,2.34,63.62,321,321,63.62,11,-398.2,398.2,187.99,34.1,1
20523,-1455791,-1455814,-1429460,-26354,55.66,63.62,321,321,63.62,11,-379.3,379.3,268.59,34.1,1
20731,-1434319,-1437115,-1429460,-7655,21.36,63.62,321,321,63.62,11,-390.4,390.4,348.45,34.1,1
20947,-1417616,-1419508,-1429460,9952,-20.67,63.42,295,295,63.42,12,-371.3,371.3,70.52,34.1,1
21155,-1426288,-1424686,-1429460,4774,-13.02,63.42,295,295,63.42,12,-380.5,380.5,147.90,34.1,1
21363,-1453838,-1450318,-1429460,-20858,43.36,63.42,295,295,63.42,12,-384.7,384.7,228.69,34.1,1
21571,-1453917,-1454764,-1429460,-25304,54.58,63.42,295,295,63.42,12,-383.3,383.3,307.61,34.1,1
21780,-1420640,-1423012,-1429460,6448,-9.53,63.57,278,295,63.42,13,-393.2,393.2,30.10,34.1,1
21994,-1416263,-1416417,-1429460,13043,-27.84,63.57,278,278,63.57,13,-382.4,382.4,112.43,34.1,1
22201,-1444995,-1441862,-1429460,-12402,20.49,63.57,278,278,63.57,13,-400.1,400.1,194.17,34.1,1
22409,-1455541,-1454916,-1429460,-25456,53.38,63.57,278,278,63.57,13,-383.7,383.7,275.38,34.1,1
22617,-1436506,-1439166,-1429460,-9706,21.83,63.57,278,278,63.57,13,-388.6,388.6,355.40,34.1,1
22824,-1413674,-1414790,-1429460,14670,-28.78,63.75,270,278,63.57,14,-374.8,374.8,74.24,34.1,1
23038,-1424619,-1422965,-1429460,6495,-16.81,63.75,270,270,63.75,14,-389.3,389.3,155.62,34.1,1
23246,-1449961,-1446797,-1429460,-17337,36.09,63.75,270,270,63.75,14,-393.9,393.9,237.95,34.1,1
23462,-1440722,-1442876,-1429460,-13416,32.51,63.75,270,270,63.75,14,-407.4,407.4,323.91,34.1,1
23671,-1420043,-1422424,-1429460,7036,-10.82,66.82,262,270,63.75,15,-417.9,417.9,51.16,34.1,1
23879,-1416944,-1416836,-1429460,12624,-27.11,66.82,262,270,63.75,15,-419.9,419.9,137.74,34.1,1
24093,-1448995,-1445740,-1429460,-16280,29.16,66.82,262,262,66.82,15,-433.0,433.0,229.88,34.1,1
24300,-1452180,-1452500,-1429460,-23040,49.42,66.82,262,262,66.82,15,-422.1,422.1,317.79,34.1,1
24509,-1427455,-1430508,-1429460,-1048,3.33,71.61,259,262,66.82,16,-426.3,426.3,46.83,34.1,1
24716,-1419205,-1418465,-1429460,10995,-24.76,71.61,259,262,66.82,16,-413.8,413.8,133.29,34.1,1
24924,-1439708,-1436985,-1429460,-7525,15.09,71.61,259,262,66.82,16,-418.7,418.7,220.10,33.1,1
25139,-1446920,-1447806,-1429460,-18346,40.54,71.61,259,259,71.61,16,-407.6,407.6,308.51,33.1,1
25356,-1423838,-1426631,-1429460,2829,-1.10,66.83,258,259,71.61,17,-409.3,409.3,37.50,33.1,1
25564,-1413465,-1414350,-1429460,15110,-32.10,66.83,258,259,71.61,17,-401.4,401.4,121.25,33.1,1
25772,-1441314,-1438364,-1429460,-8904,13.89,66.83,258,259,71.61,17,-413.8,413.8,206.51,33.1,1
25980,-1453059,-1452220,-1429460,-22760,47.23,66.83,258,259,71.61,17,-407.3,407.3,291.91,33.1,1
26196,-1434647,-1437236,-1429460,-7776,17.59,67.18,253,258,66.83,18,-406.7,406.7,19.36,33.1,1
26404,-1414076,-1414729,-1429460,14731,-30.31,67.18,253,258,66.83,18,-397.3,397.3,103.35,33.1,1
26612,-1429664,-1427612,-1429460,1848,-4.75,67.18,253,258,66.83,18,-399.9,399.9,185.93,33.1,1
26820,-1448953,-1446763,-1429460,-17303,36.36,67.18,253,258,66.83,18,-399.2,399.2,269.54,33.1,1
27028,-1434752,-1437078,-1429460,-7618,20.40,67.18,253,258,66.83,18,-394.2,394.2,351.63,33.1,1
27248,-1416217,-1418272,-1429460,11188,-23.12,67.80,247,247,67.80,19,-384.7,384.7,77.15,33.1,1
27456,-1426783,-1425045,-1429460,4415,-12.71,67.80,247,247,67.80,19,-386.5,386.5,156.86,33.1,1
27664,-1447869,-1445258,-1429460,-15798,29.25,67.80,247,247,67.80,19,-393.4,393.4,238.54,33.1,1
27872,-1449081,-1449408,-1429460,-19948,42.91,67.80,247,247,67.80,19,-392.4,392.4,319.82,33.1,1
28082,-1418740,-1421186,-1429460,8274,-12.61,66.96,242,247,67.80,20,-395.3,395.3,42.44,33.1,1
28296,-1416452,-1416241,-1429460,13219,-28.34,66.96,242,242,66.96,20,-390.7,390.7,126.53,33.1,1
28504,-1433740,-1431498,-1429460,-2038,3.58,66.96,242,242,66.96,20,-400.1,400.1,209.25,33.1,1
28712,-1449264,-1449087,-1429460,-19627,41.68,66.96,242,242,66.96,20,-396.0,396.0,292.11,33.1,1
28921,-1430600,-1433132,-1429460,-3672,8.85,63.56,235,242,66.96,21,-400.3,400.3,14.94,33.1,1
29130,-1414624,-1416335,-1429460,13125,-27.55,63.56,235,242,66.96,21,-391.1,391.1,97.50,33.1,1
29344,-1431196,-1429147,-1429460,313,-4.28,63.56,235,235,63.56,21,-398.2,398.2,182.20,33.1,1
29554,-1451315,-1449050,-1429460,-19590,41.08,63.56,235,235,63.56,21,-399.7,399.7,266.29,33.1,1
29762,-1434876,-1437456,-1429460,-7996,21.96,63.56,235,235,63.56,21,-401.0,401.0,349.24,33.1,1
29971,-1415759,-1417917,-1429460,11543,-20.88,67.11,229,235,63.56,22,-395.6,395.6,72.62,33.1,1
30180,-1420734,-1419660,-1429460,9800,-21.39,67.11,229,235,63.56,22,-393.7,393.7,154.25,33.1,1
30394,-1448854,-1446529,-1429460,-17069,32.45,67.11,229,229,67.11,22,-398.6,398.6,239.93,33.1,1
30602,-1448407,-1448991,-1429460,-19531,42.84,67.11,229,229,67.11,22,-394.1,394.1,321.96,33.1,1
30811,-1425588,-1428377,-1429460,1083,-1.33,67.27,226,229,67.11,23,-393.3,393.3,44.40,33.1,1
31019,-1418298,-1417609,-1429460,11851,-26.52,67.27,226,229,67.11,23,-384.0,384.0,124.85,33.1,1
31228,-1435970,-1433672,-1429460,-4212,4.98,67.27,226,229,67.11,23,-390.7,390.7,205.55,33.1,1
31448,-1450119,-1450028,-1429460,-20568,43.42,67.27,226,226,67.27,23,-388.0,388.0,291.53,33.1,1
31657,-1429608,-1432150,-1429460,-2690,10.27,63.15,224,226,67.27,24,-394.1,394.1,12.99,33.1,1
31865,-1414447,-1416084,-1429460,13376,-27.98,63.15,224,226,67.27,24,-384.4,384.4,94.14,33.1,1
32073,-1430832,-1428905,-1429460,555,-4.96,63.15,224,226,67.27,24,-381.6,381.6,173.50,33.1,1
32288,-1445732,-1444029,-1429460,-14569,28.20,63.15,224,224,63.15,24,-376.9,376.9,255.00,33.1,1
32497,-1444358,-1445001,-1429460,-15541,33.57,63.15,224,224,63.15,24,-375.3,375.3,332.87,33.1,1
32708,-1418737,-1420707,-1429460,8753,-15.23,63.47,215,224,63.15,25,-372.0,372.0,52.24,33.1,1
32916,-1417683,-1417346,-1429460,12114,-26.50,63.47,215,224,63.15,25,-368.3,368.3,128.72,33.1,1
33124,-1433909,-1431786,-1429460,-2326,4.24,63.47,215,224,63.15,25,-380.9,380.9,207.12,33.1,1
33339,-1448799,-1448603,-1429460,-19143,40.61,63.47,215,215,63.47,25,-380.4,380.4,288.99,33.1,1
33550,-1432800,-1434943,-1429460,-5483,12.59,63.32,209,215,63.47,26,-392.6,392.6,10.49,33.1,1
33758,-1414854,-1415581,-1429460,13879,-27.87,63.32,209,215,63.47,26,-386.4,386.4,91.94,33.1,1
33966,-1427635,-1425882,-1429460,3578,-10.75,63.32,209,215,63.47,26,-389.8,389.8,172.47,33.1,1
34174,-1446812,-1444564,-1429460,-15104,31.48,63.32,209,215,63.47,26,-389.6,389.6,253.81,33.1,1
34393,-1436090,-1438143,-1429460,-8683,22.35,63.32,209,209,63.32,26,-393.2,393.2,339.15,33.1,1
34618,-1418695,-1422585,-1429460,6875,-13.39,59.05,200,209,63.32,27,-392.9,392.9,67.86,33.1,1
34826,-1424436,-1423009,-1429460,6451,-16.36,59.05,200,209,63.32,27,-390.3,390.3,148.91,33.1,1
35034,-1442473,-1440215,-1429460,-10755,19.06,59.05,200,209,63.32,27,-396.2,396.2,231.12,33.1,1
35242,-1449152,-1448659,-1429460,-19199,40.93,59.05,200,209,63.32,27,-394.0,394.0,312.97,33.1,1
35458,-1422601,-1424855,-1429460,4605,-5.21,71.43,195,200,59.05,28,-399.3,399.3,39.16,33.1,1
35666,-1415923,-1416292,-1429460,13168,-27.51,71.43,195,200,59.05,28,-388.6,388.6,120.94,33.1,1
35874,-1429465,-1427708,-1429460,1752,-4.38,71.43,195,200,59.05,28,-383.4,383.4,200.96,33.1,1
36082,-1446952,-1446116,-1429460,-16656,34.17,71.43,195,200,59.05,28,-376.3,376.3,279.78,33.1,1
36290,-1434890,-1436666,-1429460,-7206,18.56,71.43,195,200,59.05,28,-386.3,386.3,359.19,33.1,1
36507,-1419828,-1421642,-1429460,7818,-16.13,64.04,186,186,64.04,29,-382.7,382.7,82.86,33.1,1
36716,-1425427,-1424129,-1429460,5331,-13.68,64.04,186,186,64.04,29,-375.1,375.1,161.66,33.1,1
36924,-1439880,-1438042,-1429460,-8582,17.68,64.04,186,186,64.04,29,-369.8,369.8,239.17,33.1,1
37132,-1438421,-1439570,-1429460,-10110,23.60,64.04,186,186,64.04,29,-377.9,377.9,316.53,33.1,1
37341,-1423808,-1425540,-1429460,3920,-5.32,63.43,177,186,64.04,30,-392.1,392.1,37.83,33.1,1
37556,-1415820,-1416460,-1429460,13000,-27.57,63.43,177,177,63.43,30,-383.4,383.4,121.04,33.1,1
37764,-1435352,-1433483,-1429460,-4023,4.87,63.43,177,177,63.43,30,-381.2,381.2,200.47,33.1,1
37972,-1447016,-1445755,-1429460,-16295,32.68,63.43,177,177,63.43,30,-379.1,379.1,279.46,33.1,1
38180,-1437481,-1439119,-1429460,-9659,21.29,63.43,177,177,63.43,30,-391.1,391.1,359.63,33.1,1
38390,-1415436,-1416844,-1429460,12616,-23.95,63.55,171,177,63.43,31,-389.5,389.5,81.47,33.1,1
38606,-1423768,-1422414,-1429460,7046,-15.59,63.55,171,171,63.55,31,-388.3,388.3,165.45,33.1,1
38814,-1440754,-1438609,-1429460,-9149,18.88,63.55,171,171,63.55,31,-390.4,390.4,246.80,33.1,1
39022,-1443359,-1444370,-1429460,-14910,33.67,63.55,171,171,63.55,31,-389.7,389.7,327.62,33.1,1
39231,-1424440,-1426679,-1429460,2781,-5.05,67.11,167,171,63.55,32,-391.9,391.9,49.54,33.1,1
39439,-1415605,-1416314,-1429460,13146,-27.95,67.11,167,171,63.55,32,-384.9,384.9,130.00,33.1,1
39654,-1436882,-1434753,-1429460,-5293,7.58,67.11,167,167,67.11,32,-391.9,391.9,213.75,33.1,1
39862,-1449019,-1447770,-1429460,-18310,38.73,67.11,167,167,67.11,32,-392.2,392.2,295.18,33.1,1
40071,-1426929,-1429303,-1429460,157,4.41,63.56,164,167,67.11,33,-404.2,404.2,18.49,33.1,1
40279,-1415597,-1416736,-1429460,12724,-25.21,63.56,164,167,67.11,33,-396.0,396.0,102.05,33.1,1
40487,-1426152,-1424614,-1429460,4846,-10.93,63.56,164,167,67.11,33,-403.5,403.5,184.99,33.1,1
40704,-1448966,-1447449,-1429460,-17989,35.25,63.56,164,164,63.56,33,-402.0,402.0,272.20,33.1,1
40911,-1438552,-1440417,-1429460,-10957,26.71,63.56,164,164,63.56,33,-406.6,406.6,356.07,33.1,1
41120,-1419594,-1421720,-1429460,7740,-15.85,67.19,165,164,63.56,34,-404.4,404.4,81.07,33.1,1
41328,-1425935,-1424466,-1429460,4994,-13.25,67.19,165,164,63.56,34,-400.5,400.5,164.46,33.1,1
41537,-1442559,-1440539,-1429460,-11079,20.17,67.19,165,164,63.56,34,-402.6,402.6,248.62,33.1,1
41752,-1447022,-1446831,-1429460,-17371,37.20,67.19,165,165,67.19,34,-404.2,404.2,334.84,33.1,1
41961,-1420786,-1422842,-1429460,6618,-10.49,67.19,168,165,67.19,35,-407.3,407.3,60.19,33.1,1
42169,-1418270,-1418129,-1429460,11331,-24.28,67.19,168,165,67.19,35,-399.0,399.0,143.72,33.1,1
42377,-1442563,-1440343,-1429460,-10883,18.85,67.19,168,165,67.19,35,-399.1,399.1,226.88,33.1,1
42585,-1446417,-1446356,-1429460,-16896,36.06,67.19,168,165,67.19,35,-395.2,395.2,309.12,33.1,1
42801,-1428873,-1431122,-1429460,-1662,4.45,67.26,172,168,67.19,36,-402.4,402.4,35.79,33.1,1
43009,-1417085,-1417140,-1429460,12320,-25.84,67.26,172,168,67.19,36,-393.5,393.5,118.48,33.1,1
43217,-1432138,-1430183,-1429460,-723,-1.90,67.26,172,168,67.19,36,-394.4,394.4,200.21,33.1,1
43429,-1447193,-1445598,-1429460,-16138,34.06,67.26,172,168,67.19,36,-390.1,390.1,283.09,33.1,1
43638,-1430284,-1432519,-1429460,-3059,10.49,67.49,173,168,67.19,37,-400.9,400.9,5.44,33.1,1
43853,-1416237,-1417846,-1429460,11614,-24.23,67.49,173,173,67.49,37,-396.8,396.8,91.94,33.1,1
44061,-1421435,-1420359,-1429460,9101,-19.90,67.49,173,173,67.49,37,-391.4,391.4,173.57,33.1,1
44269,-1444165,-1442413,-1429460,-12953,24.63,67.49,173,173,67.49,37,-387.5,387.5,254.64,33.1,1
44477,-1444428,-1444883,-1429460,-15423,33.18,67.49,173,173,67.49,37,-407.1,407.1,336.61,33.1,1
44686,-1430377,-1431878,-1429460,-2418,5.73,63.57,173,173,67.49,38,-429.0,429.0,65.45,33.1,1
44901,-1421371,-1421298,-1429460,8162,-17.53,63.57,173,173,63.57,38,-405.7,405.7,154.72,33.1,1
45109,-1435371,-1433573,-1429460,-4113,8.19,63.57,173,173,63.57,38,-397.7,397.7,237.94,33.1,1
45317,-1441543,-1442031,-1429460,-12571,27.53,63.57,173,173,63.57,38,-396.6,396.6,320.21,33.1,1
45530,-1426754,-1428646,-1429460,814,1.60,71.08,172,173,63.57,39,-405.9,405.9,46.36,33.1,1
45738,-1415652,-1416682,-1429460,12778,-27.04,71.08,172,173,63.57,39,-394.4,394.4,129.45,33.1,1
45953,-1435229,-1433342,-1429460,-3882,4.98,71.08,172,172,71.08,39,-388.1,388.1,213.25,33.1,1
46161,-1446236,-1445100,-1429460,-15640,33.05,71.08,172,172,71.08,39,-381.7,381.7,293.01,33.1,1
46370,-1435337,-1437016,-1429460,-7556,16.80,63.57,171,172,71.08,40,-391.7,391.7,13.71,33.1,1
46578,-1416170,-1417353,-1429460,12107,-23.81,63.57,171,172,71.08,40,-384.6,384.6,94.91,33.1,1
46787,-1425043,-1423693,-1429460,5767,-12.86,63.57,171,172,71.08,40,-383.5,383.5,174.44,33.1,1
47002,-1445970,-1444467,-1429460,-15007,28.95,63.57,171,171,63.57,40,-380.8,380.8,257.21,33.1,1
47210,-1440245,-1441478,-1429460,-12018,27.88,63.57,171,171,63.57,40,-388.6,388.6,336.91,33.1,1
47423,-1423782,-1425659,-1429460,3801,-7.37,63.20,168,171,63.57,41,-394.4,394.4,60.86,33.1,1
47631,-1420871,-1420017,-1429460,9443,-21.49,63.20,168,171,63.57,41,-389.1,389.1,141.92,33.1,1
47839,-1438286,-1435998,-1429460,-6538,9.98,63.20,168,171,63.57,41,-391.2,391.2,223.29,33.1,1
48054,-1447747,-1446937,-1429460,-17477,37.21,63.20,168,168,63.20,41,-388.2,388.2,306.68,33.1,1
48263,-1425509,-1427658,-1429460,1802,-0.03,67.29,166,168,63.20,42,-402.3,402.3,29.89,33.1,1
48471,-1416112,-1417103,-1429460,12357,-26.07,67.29,166,168,63.20,42,-397.2,397.2,112.82,33.1,1
48679,-1425875,-1424432,-1429460,5028,-11.29,67.29,166,168,63.20,42,-405.4,405.4,196.39,33.1,1
