elapsed_ms,raw_counts,filtered_counts,runtime_zero_counts,delta_counts,torque_nm,cadence_rpm,power_watts,ble_power_watts,ble_cadence_rpm,revolutions,corrected_gyro_dps,forward_velocity_dps,crank_angle_degrees,esp_temperature_c,ble_connected
49337,-1435443,-1433313,-1427982,-5331,10.69,67.19,117,117,67.36,47,-407.0,407.0,164.88,33.1,1
49550,-1449340,-1449167,-1427982,-21185,45.04,67.19,117,117,67.19,47,-401.4,401.4,250.67,33.1,1
49759,-1428492,-1431124,-1427982,-3142,11.39,67.19,117,117,67.19,47,-415.4,415.4,336.81,33.1,1
49968,-1415740,-1416996,-1427982,10986,-23.11,66.38,118,117,67.19,48,-407.5,407.5,62.78,33.1,1
50176,-1436870,-1434574,-1427982,-6592,10.09,66.38,118,117,67.19,48,-411.1,411.1,148.04,33.1,1
50384,-1451080,-1449677,-1427982,-21695,43.99,66.38,118,117,67.19,48,-407.0,407.0,233.04,34.1,1
50599,-1437027,-1439223,-1427982,-11241,24.89,66.38,118,118,66.38,48,-421.8,421.8,322.78,34.1,1
50809,-1415753,-1416732,-1427982,11250,-22.29,71.42,120,118,66.38,49,-415.7,415.7,50.77,34.1,1
51017,-1428712,-1426897,-1427982,1085,-3.00,71.42,120,118,66.38,49,-427.7,427.7,138.75,34.1,1
51225,-1453002,-1451894,-1427982,-23912,48.55,71.42,120,118,66.38,49,-425.6,425.6,227.74,34.1,1
51433,-1434024,-1436788,-1427982,-8806,23.71,71.42,120,118,66.38,49,-431.6,431.6,316.89,34.1,1
51648,-1416712,-1418535,-1427982,9447,-19.61,71.44,122,120,71.42,50,-426.4,426.4,49.31,34.1,1
51857,-1433827,-1431698,-1427982,-3716,3.87,71.44,122,120,71.42,50,-428.3,428.3,138.66,34.1,1
52065,-1450653,-1448881,-1427982,-20899,41.64,71.44,122,120,71.42,50,-422.7,422.7,227.20,34.1,1
52273,-1440072,-1441998,-1427982,-14016,30.74,71.44,122,120,71.42,50,-429.1,429.1,315.78,34.1,1
52482,-1416014,-1417093,-1427982,10889,-21.32,71.93,123,120,71.42,51,-423.5,423.5,44.98,34.1,1
52696,-1429976,-1428050,-1427982,-68,-0.57,71.93,123,123,71.93,51,-427.3,427.3,136.01,34.1,1
52916,-1451274,-1450217,-1427982,-22235,45.17,71.93,123,123,71.93,51,-422.5,422.5,229.56,34.1,1
53124,-1433331,-1435978,-1427982,-7996,21.77,71.93,123,123,71.93,51,-430.1,430.1,318.56,34.1,1
53333,-1416633,-1418383,-1427982,9599,-19.82,70.50,125,123,71.93,52,-422.3,422.3,47.69,34.1,1
53546,-1434636,-1432706,-1427982,-4724,6.30,70.50,125,125,70.50,52,-424.6,424.6,137.86,34.1,1
53754,-1451351,-1449453,-1427982,-21471,42.67,70.50,125,125,70.50,52,-420.8,420.8,225.95,34.1,1
53963,-1440813,-1442795,-1427982,-14813,32.47,70.50,125,125,70.50,52,-424.5,424.5,314.36,34.1,1
54173,-1416067,-1417181,-1427982,10801,-21.07,67.27,125,125,70.50,53,-418.9,418.9,43.09,34.1,1
54382,-1429067,-1427243,-1427982,739,-4.76,67.27,125,125,70.50,53,-422.7,422.7,131.04,34.1,1
54596,-1447744,-1445563,-1427982,-17581,36.95,67.27,125,125,67.27,53,-418.8,418.8,221.14,34.1,1
54804,-1434045,-1436677,-1427982,-8695,23.22,67.27,125,125,67.27,53,-426.3,426.3,309.30,34.1,1
55014,-1417401,-1419166,-1427982,8816,-18.13,71.41,126,125,67.27,54,-421.4,421.4,38.39,34.1,1
55222,-1433960,-1431817,-1427982,-3835,4.12,71.41,126,125,67.27,54,-430.4,430.4,127.05,34.1,1
55430,-1452247,-1450318,-1427982,-22336,44.44,71.41,126,125,67.27,54,-429.5,429.5,216.83,33.1,1
55643,-1441755,-1443740,-1427982,-15758,34.48,71.41,126,126,71.41,54,-433.4,433.4,308.48,33.1,1
55852,-1416396,-1417523,-1427982,10459,-19.62,71.52,127,126,71.41,55,-426.3,426.3,38.55,33.1,1
56061,-1429540,-1427740,-1427982,242,-3.66,71.52,127,126,71.41,55,-434.8,434.8,128.66,33.1,1
56269,-1448983,-1446698,-1427982,-18716,39.35,71.52,127,126,71.41,55,-431.1,431.1,218.81,33.1,1
56477,-1433768,-1436432,-1427982,-8450,23.04,71.52,127,126,71.41,55,-439.9,439.9,309.44,33.1,1
56698,-1416479,-1418280,-1427982,9702,-17.54,71.85,129,129,71.85,56,-436.3,436.3,46.72,33.1,1
56906,-1425152,-1423768,-1427982,4214,-9.52,71.85,129,129,71.85,56,-434.8,434.8,136.96,33.1,1
57115,-1455465,-1453001,-1427982,-25019,49.26,71.85,129,129,71.85,56,-435.4,435.4,227.97,33.1,1
57323,-1442948,-1445295,-1427982,-17313,37.94,71.85,129,129,71.85,56,-456.0,456.0,321.40,33.1,1
57532,-1418617,-1419109,-1427982,8873,-17.23,75.68,132,129,71.85,57,-449.9,449.9,56.26,33.1,1
57745,-1433971,-1431962,-1427982,-3980,5.01,75.68,132,132,75.68,57,-447.1,447.1,151.47,33.1,1
57953,-1454328,-1452005,-1427982,-24023,50.58,75.68,132,132,75.68,57,-451.2,451.2,244.79,33.1,1
58162,-1426464,-1429803,-1427982,-1821,10.47,75.68,132,132,75.68,57,-461.9,461.9,340.97,33.1,1
58371,-1418423,-1418714,-1427982,9268,-19.21,76.24,136,132,75.68,58,-450.9,450.9,76.22,33.1,1
58580,-1434781,-1432611,-1427982,-4629,9.18,76.24,136,132,75.68,58,-455.6,455.6,170.81,33.1,1
58793,-1452521,-1452801,-1427982,-24819,52.95,76.24,136,136,76.24,58,-461.4,461.4,268.30,33.1,1
59011,-1425266,-1428610,-1427982,-628,2.68,75.38,142,136,76.24,59,-467.9,467.9,9.82,33.1,1
59220,-1425119,-1423804,-1427982,4178,-11.14,75.38,142,136,76.24,59,-461.9,461.9,107.11,33.1,1
59428,-1446765,-1444045,-1427982,-16063,29.64,75.38,142,136,76.24,59,-463.3,463.3,203.61,33.1,1
59636,-1446833,-1447656,-1427982,-19674,42.39,75.38,142,136,76.24,59,-474.7,474.7,300.92,33.1,1
59851,-1416914,-1418368,-1427982,9614,-17.11,76.13,146,142,75.38,60,-472.9,472.9,43.26,33.1,1
60059,-1430219,-1428345,-1427982,-363,-2.48,76.13,146,142,75.38,60,-479.4,479.4,142.12,33.1,1
60268,-1453612,-1450965,-1427982,-22983,48.38,76.13,146,142,75.38,60,-475.6,475.6,242.56,33.1,1
60477,-1426152,-1429654,-1427982,-1672,10.43,76.13,146,142,75.38,60,-478.3,478.3,342.15,33.1,1
60686,-1417090,-1417518,-1427982,10464,-21.54,82.09,149,142,75.38,61,-466.1,466.1,80.56,33.1,1
60900,-1435016,-1432635,-1427982,-4653,9.15,82.09,149,149,82.09,61,-463.3,463.3,179.77,33.1,1
61108,-1447216,-1447795,-1427982,-19813,43.37,82.09,149,149,82.09,61,-462.5,462.5,275.61,33.1,1
61318,-1423163,-1425916,-1427982,2066,-3.30,76.14,151,149,82.09,62,-465.8,465.8,13.13,33.1,1
61526,-1419728,-1419614,-1427982,8368,-17.98,76.14,151,149,82.09,62,-476.3,476.3,111.41,33.1,1
61734,-1451855,-1449082,-1427982,-21100,40.31,76.14,151,149,82.09,62,-480.9,480.9,211.70,33.1,1
61947,-1445227,-1446929,-1427982,-18947,41.17,76.14,151,151,76.14,62,-477.0,477.0,313.35,33.1,1
62156,-1416689,-1417663,-1427982,10319,-19.43,81.74,152,151,76.14,63,-469.2,469.2,52.36,33.1,1
62366,-1433140,-1430926,-1427982,-2944,2.45,81.74,152,151,76.14,63,-466.5,466.5,150.43,33.1,1
62575,-1452508,-1450428,-1427982,-22446,47.27,81.74,152,151,76.14,63,-457.4,457.4,247.10,33.1,1
62786,-1423793,-1427079,-1427982,903,4.60,81.74,152,151,76.14,63,-456.4,456.4,343.58,33.1,1
